SampID,Compound,Area,Cruise
220602_Std_4uMStdsMix2InMatrix_2,Betonicine,2080040832,TN397
220602_Std_H2OinMatrix_1,Betonicine,1479520,TN397
220602_Std_H2OinMatrix_2,Betonicine,1597818,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Betonicine,2268044,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Betonicine,1803861,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Betonicine,2123546,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Betonicine,2149706,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Betonicine,1253320,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Betonicine,1293288,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Betonicine,1394554,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Betonicine,1306063,TN397
220602_Std_4uMStdsMix1InH2O_1,Dimethylsulfonioacetate,NA,TN397
220602_Std_4uMStdsMix1InH2O_2,Dimethylsulfonioacetate,NA,TN397
220602_Std_4uMStdsMix1InMatrix_1,Dimethylsulfonioacetate,10788428,TN397
220602_Std_4uMStdsMix1InMatrix_2,Dimethylsulfonioacetate,11692101,TN397
220602_Std_4uMStdsMix2InH2O_1,Dimethylsulfonioacetate,752573120,TN397
220602_Std_4uMStdsMix2InH2O_2,Dimethylsulfonioacetate,908956032,TN397
220602_Std_4uMStdsMix2InMatrix_1,Dimethylsulfonioacetate,801621376,TN397
220602_Std_4uMStdsMix2InMatrix_2,Dimethylsulfonioacetate,913326784,TN397
220602_Std_H2OinMatrix_1,Dimethylsulfonioacetate,10547933,TN397
220602_Std_H2OinMatrix_2,Dimethylsulfonioacetate,13208848,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Dimethylsulfonioacetate,16756554,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Dimethylsulfonioacetate,15030986,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Dimethylsulfonioacetate,17834838,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Dimethylsulfonioacetate,19017574,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Dimethylsulfonioacetate,8593154,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Dimethylsulfonioacetate,8102180,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Dimethylsulfonioacetate,9013228,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Dimethylsulfonioacetate,9239112,TN397
220602_Std_4uMStdsMix1InH2O_1,Dimethylsulfoniopropionate,NA,TN397
220602_Std_4uMStdsMix1InH2O_2,Dimethylsulfoniopropionate,NA,TN397
220602_Std_4uMStdsMix1InMatrix_1,Dimethylsulfoniopropionate,68699888,TN397
220602_Std_4uMStdsMix1InMatrix_2,Dimethylsulfoniopropionate,75029504,TN397
220602_Std_4uMStdsMix2InH2O_1,Dimethylsulfoniopropionate,1205752064,TN397
220602_Std_4uMStdsMix2InH2O_2,Dimethylsulfoniopropionate,1586316032,TN397
220602_Std_4uMStdsMix2InMatrix_1,Dimethylsulfoniopropionate,1458038016,TN397
220602_Std_4uMStdsMix2InMatrix_2,Dimethylsulfoniopropionate,1721201664,TN397
220602_Std_H2OinMatrix_1,Dimethylsulfoniopropionate,67859856,TN397
220602_Std_H2OinMatrix_2,Dimethylsulfoniopropionate,80420344,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Dimethylsulfoniopropionate,108850736,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Dimethylsulfoniopropionate,102332136,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Dimethylsulfoniopropionate,118064912,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Dimethylsulfoniopropionate,118800408,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Dimethylsulfoniopropionate,56130528,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Dimethylsulfoniopropionate,52419168,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Dimethylsulfoniopropionate,62615184,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Dimethylsulfoniopropionate,56255840,TN397
220602_Std_4uMStdsMix1InH2O_1,Glycine betaine,2026097024,TN397
220602_Std_4uMStdsMix1InH2O_2,Glycine betaine,3047023360,TN397
220602_Std_4uMStdsMix1InMatrix_1,Glycine betaine,2238185472,TN397
220602_Std_4uMStdsMix1InMatrix_2,Glycine betaine,2891941376,TN397
220602_Std_4uMStdsMix2InH2O_1,Glycine betaine,7518803,TN397
220602_Std_4uMStdsMix2InH2O_2,Glycine betaine,60088936,TN397
220602_Std_4uMStdsMix2InMatrix_1,Glycine betaine,113734792,TN397
220602_Std_4uMStdsMix2InMatrix_2,Glycine betaine,135167328,TN397
220602_Std_H2OinMatrix_1,Glycine betaine,110886104,TN397
220602_Std_H2OinMatrix_2,Glycine betaine,140433984,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Glycine betaine,173126256,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Glycine betaine,167399072,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Glycine betaine,185739680,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Glycine betaine,191696048,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Glycine betaine,88711216,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Glycine betaine,82638000,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Glycine betaine,89343056,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Glycine betaine,101515456,TN397
220602_Std_4uMStdsMix1InH2O_1,Gonyol,NA,TN397
220602_Std_4uMStdsMix1InH2O_2,Gonyol,NA,TN397
220602_Std_4uMStdsMix1InMatrix_1,Gonyol,2287828,TN397
220602_Std_4uMStdsMix1InMatrix_2,Gonyol,2638370,TN397
220602_Std_4uMStdsMix2InH2O_1,Gonyol,82138744,TN397
220602_Std_4uMStdsMix2InH2O_2,Gonyol,104660576,TN397
220602_Std_4uMStdsMix2InMatrix_1,Gonyol,93460008,TN397
220602_Std_4uMStdsMix2InMatrix_2,Gonyol,106604368,TN397
220602_Std_H2OinMatrix_1,Gonyol,2468532,TN397
220602_Std_H2OinMatrix_2,Gonyol,2871093,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Gonyol,3735030,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Gonyol,3757068,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Gonyol,4369173,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Gonyol,3957390,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Gonyol,2072476,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Gonyol,1772108,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Gonyol,2162265,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Gonyol,1968066,TN397
220602_Std_4uMStdsMix1InH2O_1,Homarine,NA,TN397
220602_Std_4uMStdsMix1InH2O_2,Homarine,NA,TN397
220602_Std_4uMStdsMix1InMatrix_1,Homarine,14173548,TN397
220602_Std_4uMStdsMix1InMatrix_2,Homarine,15058266,TN397
220602_Std_4uMStdsMix2InH2O_1,Homarine,91750368,TN397
220602_Std_4uMStdsMix2InH2O_2,Homarine,116689824,TN397
220602_Std_4uMStdsMix2InMatrix_1,Homarine,119574584,TN397
220602_Std_4uMStdsMix2InMatrix_2,Homarine,130910776,TN397
220602_Std_H2OinMatrix_1,Homarine,14447151,TN397
220602_Std_H2OinMatrix_2,Homarine,15963896,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Homarine,22725194,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Homarine,21789538,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Homarine,23541870,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Homarine,22830678,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Homarine,12032764,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Homarine,11229538,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Homarine,12692272,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Homarine,12252416,TN397
220602_Std_4uMStdsMix1InH2O_1,Proline betaine,359406624,TN397
220602_Std_4uMStdsMix1InH2O_2,Proline betaine,462945472,TN397
220602_Std_4uMStdsMix1InMatrix_1,Proline betaine,328884000,TN397
220602_Std_4uMStdsMix1InMatrix_2,Proline betaine,419038336,TN397
220602_Std_4uMStdsMix2InH2O_1,Proline betaine,665723,TN397
220602_Std_4uMStdsMix2InH2O_2,Proline betaine,909217,TN397
220602_Std_4uMStdsMix2InMatrix_1,Proline betaine,1590612,TN397
220602_Std_4uMStdsMix2InMatrix_2,Proline betaine,1769823,TN397
220602_Std_H2OinMatrix_1,Proline betaine,1093849,TN397
220602_Std_H2OinMatrix_2,Proline betaine,1344884,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Proline betaine,1563515,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Proline betaine,1468961,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Proline betaine,1721255,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Proline betaine,1782834,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Proline betaine,924183,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Proline betaine,810615,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Proline betaine,946277,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Proline betaine,964054,TN397
220602_Std_4uMStdsMix1InH2O_1,Trigonelline,271493024,TN397
220602_Std_4uMStdsMix1InH2O_2,Trigonelline,360670688,TN397
220602_Std_4uMStdsMix1InMatrix_1,Trigonelline,265751232,TN397
220602_Std_4uMStdsMix1InMatrix_2,Trigonelline,327720896,TN397
220602_Std_4uMStdsMix2InH2O_1,Trigonelline,32122292,TN397
220602_Std_4uMStdsMix2InH2O_2,Trigonelline,60577232,TN397
220602_Std_4uMStdsMix2InMatrix_1,Trigonelline,55612424,TN397
220602_Std_4uMStdsMix2InMatrix_2,Trigonelline,64782576,TN397
220602_Std_H2OinMatrix_1,Trigonelline,4167218,TN397
220602_Std_H2OinMatrix_2,Trigonelline,4981563,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Trigonelline,6384140,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Trigonelline,6095968,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Trigonelline,6918042,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Trigonelline,6923460,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Trigonelline,3514300,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Trigonelline,3319077,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Trigonelline,3688198,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Trigonelline,3631629,TN397
220602_Std_4uMStdsMix1InH2O_1,Trimethylamine N-oxide,515892832,TN397
220602_Std_4uMStdsMix1InH2O_2,Trimethylamine N-oxide,596585280,TN397
220602_Std_4uMStdsMix1InMatrix_1,Trimethylamine N-oxide,518470560,TN397
220602_Std_4uMStdsMix1InMatrix_2,Trimethylamine N-oxide,543117184,TN397
220602_Std_4uMStdsMix2InH2O_1,Trimethylamine N-oxide,NA,TN397
220602_Std_4uMStdsMix2InH2O_2,Trimethylamine N-oxide,NA,TN397
220602_Std_4uMStdsMix2InMatrix_1,Trimethylamine N-oxide,24027792,TN397
220602_Std_4uMStdsMix2InMatrix_2,Trimethylamine N-oxide,23207426,TN397
220602_Std_H2OinMatrix_1,Trimethylamine N-oxide,21353240,TN397
220602_Std_H2OinMatrix_2,Trimethylamine N-oxide,24996716,TN397
220602_Poo_TruePooG4-CXSPE_Full1,Trimethylamine N-oxide,34359368,TN397
220602_Poo_TruePooG4-CXSPE_Full2,Trimethylamine N-oxide,33179920,TN397
220602_Poo_TruePooG4-CXSPE_Full3,Trimethylamine N-oxide,35581876,TN397
220602_Poo_TruePooG4-CXSPE_Full4,Trimethylamine N-oxide,36857548,TN397
220602_Poo_TruePooG4-CXSPE_Half1,Trimethylamine N-oxide,17711178,TN397
220602_Poo_TruePooG4-CXSPE_Half2,Trimethylamine N-oxide,16502291,TN397
220602_Poo_TruePooG4-CXSPE_Half3,Trimethylamine N-oxide,18057230,TN397
220602_Poo_TruePooG4-CXSPE_Half4,Trimethylamine N-oxide,18768704,TN397
220602_Smp_CXSPE_Blk1_A,beta-Alaninebetaine,31992,TN397
220602_Smp_CXSPE_Blk1_B,beta-Alaninebetaine,179741,TN397
220602_Smp_CXSPE_Blk1_C,beta-Alaninebetaine,181767,TN397
220602_Smp_CXSPE_Blk2_A,beta-Alaninebetaine,99347,TN397
220602_Smp_CXSPE_Blk2_B,beta-Alaninebetaine,17673,TN397
220602_Smp_CXSPE_Blk2_C,beta-Alaninebetaine,85634,TN397
220602_Smp_CXSPE_Blk3_A,beta-Alaninebetaine,182398,TN397
220602_Smp_CXSPE_Blk3_B,beta-Alaninebetaine,101111,TN397
220602_Smp_CXSPE_Blk3_C,beta-Alaninebetaine,340220,TN397
220602_Smp_CXSPE_Blk4_A,beta-Alaninebetaine,73219,TN397
220602_Smp_CXSPE_Blk4_B,beta-Alaninebetaine,270199,TN397
220602_Smp_CXSPE_Blk4_C,beta-Alaninebetaine,130155,TN397
220602_Smp_CXSPE_Blk5_A,beta-Alaninebetaine,94410,TN397
220602_Smp_CXSPE_Blk5_B,beta-Alaninebetaine,613412,TN397
220602_Smp_CXSPE_Blk5_C,beta-Alaninebetaine,87982,TN397
220602_Smp_KM1906_GBT_F2_T0_A,beta-Alaninebetaine,33920880,TN397
220602_Smp_KM1906_GBT_F2_T0_B,beta-Alaninebetaine,18264806,TN397
220602_Smp_KM1906_GBT_F2_T0_C,beta-Alaninebetaine,15049728,TN397
220602_Smp_KM1906_GBTK1_0nM_A,beta-Alaninebetaine,12145008,TN397
220602_Smp_KM1906_GBTK1_0nM_B,beta-Alaninebetaine,10680882,TN397
220602_Smp_KM1906_GBTK1_0nM_C,beta-Alaninebetaine,12978872,TN397
220602_Smp_TN397_CXC_Blk_A,beta-Alaninebetaine,347309,TN397
220602_Smp_TN397_CXC_Blk_B,beta-Alaninebetaine,330667,TN397
220602_Smp_TN397_CXC_Blk_C,beta-Alaninebetaine,185389,TN397
220602_Smp_TN397_MQBlk1_A,beta-Alaninebetaine,101925,TN397
220602_Smp_TN397_MQBlk1_B,beta-Alaninebetaine,34998,TN397
220602_Smp_TN397_MQBlk1_C,beta-Alaninebetaine,288177,TN397
220602_Smp_TN397_MQBlkF_A,beta-Alaninebetaine,38947,TN397
220602_Smp_TN397_MQBlkF_B,beta-Alaninebetaine,462903,TN397
220602_Smp_TN397_MQBlkF_C,beta-Alaninebetaine,169904,TN397
220602_Smp_CXSPE_Blk1_A,Betonicine,60150,TN397
220602_Smp_CXSPE_Blk1_B,Betonicine,84630,TN397
220602_Smp_CXSPE_Blk1_C,Betonicine,29053,TN397
220602_Smp_CXSPE_Blk2_A,Betonicine,63388,TN397
220602_Smp_CXSPE_Blk2_B,Betonicine,243294,TN397
220602_Smp_CXSPE_Blk2_C,Betonicine,58386,TN397
220602_Smp_CXSPE_Blk3_A,Betonicine,90923,TN397
220602_Smp_CXSPE_Blk3_B,Betonicine,180663,TN397
220602_Smp_CXSPE_Blk3_C,Betonicine,47138,TN397
220602_Smp_CXSPE_Blk4_A,Betonicine,81708,TN397
220602_Smp_CXSPE_Blk4_B,Betonicine,74736,TN397
220602_Smp_CXSPE_Blk4_C,Betonicine,72640,TN397
220602_Smp_CXSPE_Blk5_A,Betonicine,56735,TN397
220602_Smp_CXSPE_Blk5_B,Betonicine,12101,TN397
220602_Smp_CXSPE_Blk5_C,Betonicine,59616,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Betonicine,4364757,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Betonicine,2400895,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Betonicine,1664277,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Betonicine,2926163,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Betonicine,2554303,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Betonicine,3353683,TN397
220602_Smp_TN397_CXC_Blk_A,Betonicine,566844,TN397
220602_Smp_TN397_CXC_Blk_B,Betonicine,212036,TN397
220602_Smp_TN397_CXC_Blk_C,Betonicine,8541,TN397
220602_Smp_TN397_MQBlk1_A,Betonicine,45970,TN397
220602_Smp_TN397_MQBlk1_B,Betonicine,193496,TN397
220602_Smp_TN397_MQBlk1_C,Betonicine,289073,TN397
220602_Smp_TN397_MQBlkF_A,Betonicine,54280,TN397
220602_Smp_TN397_MQBlkF_B,Betonicine,41910,TN397
220602_Smp_TN397_MQBlkF_C,Betonicine,63101,TN397
220602_Smp_CXSPE_Blk1_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk1_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk1_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk2_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk2_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk2_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk3_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk3_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk3_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk4_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk4_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk4_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk5_A,Dimethylsulfonioacetate,260821,TN397
220602_Smp_CXSPE_Blk5_B,Dimethylsulfonioacetate,168995,TN397
220602_Smp_CXSPE_Blk5_C,Dimethylsulfonioacetate,164284,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Dimethylsulfonioacetate,85884344,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Dimethylsulfonioacetate,59588628,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Dimethylsulfonioacetate,48383644,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Dimethylsulfonioacetate,29124752,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Dimethylsulfonioacetate,39286340,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Dimethylsulfonioacetate,41884424,TN397
220602_Smp_TN397_CXC_Blk_A,Dimethylsulfonioacetate,24079,TN397
220602_Smp_TN397_CXC_Blk_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_CXC_Blk_C,Dimethylsulfonioacetate,53840,TN397
220602_Smp_TN397_MQBlk1_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_MQBlk1_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_MQBlk1_C,Dimethylsulfonioacetate,192326,TN397
220602_Smp_TN397_MQBlkF_A,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_MQBlkF_B,Dimethylsulfonioacetate,0,TN397
220602_Smp_TN397_MQBlkF_C,Dimethylsulfonioacetate,0,TN397
220602_Smp_CXSPE_Blk1_A,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk1_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk1_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk2_A,Dimethylsulfoniopropionate,1726,TN397
220602_Smp_CXSPE_Blk2_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk2_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk3_A,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk3_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk3_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk4_A,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk4_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk4_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk5_A,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk5_B,Dimethylsulfoniopropionate,44601,TN397
220602_Smp_CXSPE_Blk5_C,Dimethylsulfoniopropionate,7099,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Dimethylsulfoniopropionate,246874512,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Dimethylsulfoniopropionate,194005824,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Dimethylsulfoniopropionate,200149520,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Dimethylsulfoniopropionate,168381104,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Dimethylsulfoniopropionate,222868912,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Dimethylsulfoniopropionate,300577568,TN397
220602_Smp_TN397_CXC_Blk_A,Dimethylsulfoniopropionate,829353,TN397
220602_Smp_TN397_CXC_Blk_B,Dimethylsulfoniopropionate,71795,TN397
220602_Smp_TN397_CXC_Blk_C,Dimethylsulfoniopropionate,22642,TN397
220602_Smp_TN397_MQBlk1_A,Dimethylsulfoniopropionate,5716,TN397
220602_Smp_TN397_MQBlk1_B,Dimethylsulfoniopropionate,0,TN397
220602_Smp_TN397_MQBlk1_C,Dimethylsulfoniopropionate,881979,TN397
220602_Smp_TN397_MQBlkF_A,Dimethylsulfoniopropionate,48261,TN397
220602_Smp_TN397_MQBlkF_B,Dimethylsulfoniopropionate,11591,TN397
220602_Smp_TN397_MQBlkF_C,Dimethylsulfoniopropionate,0,TN397
220602_Smp_CXSPE_Blk1_A,Glycine betaine,36933532,TN397
220602_Smp_CXSPE_Blk1_B,Glycine betaine,48136760,TN397
220602_Smp_CXSPE_Blk1_C,Glycine betaine,29884684,TN397
220602_Smp_CXSPE_Blk2_A,Glycine betaine,27745304,TN397
220602_Smp_CXSPE_Blk2_B,Glycine betaine,13463915,TN397
220602_Smp_CXSPE_Blk2_C,Glycine betaine,30977016,TN397
220602_Smp_CXSPE_Blk3_A,Glycine betaine,27680144,TN397
220602_Smp_CXSPE_Blk3_B,Glycine betaine,32392074,TN397
220602_Smp_CXSPE_Blk3_C,Glycine betaine,19788640,TN397
220602_Smp_CXSPE_Blk4_A,Glycine betaine,25997100,TN397
220602_Smp_CXSPE_Blk4_B,Glycine betaine,25760240,TN397
220602_Smp_CXSPE_Blk4_C,Glycine betaine,43445360,TN397
220602_Smp_CXSPE_Blk5_A,Glycine betaine,159176000,TN397
220602_Smp_CXSPE_Blk5_B,Glycine betaine,94808376,TN397
220602_Smp_CXSPE_Blk5_C,Glycine betaine,151106256,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Glycine betaine,587137536,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Glycine betaine,358100256,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Glycine betaine,277151808,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Glycine betaine,250491552,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Glycine betaine,200207664,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Glycine betaine,257260768,TN397
220602_Smp_TN397_CXC_Blk_A,Glycine betaine,56098064,TN397
220602_Smp_TN397_CXC_Blk_B,Glycine betaine,63141612,TN397
220602_Smp_TN397_CXC_Blk_C,Glycine betaine,36555692,TN397
220602_Smp_TN397_MQBlk1_A,Glycine betaine,139652128,TN397
220602_Smp_TN397_MQBlk1_B,Glycine betaine,123445880,TN397
220602_Smp_TN397_MQBlk1_C,Glycine betaine,178607904,TN397
220602_Smp_TN397_MQBlkF_A,Glycine betaine,37855768,TN397
220602_Smp_TN397_MQBlkF_B,Glycine betaine,44997828,TN397
220602_Smp_TN397_MQBlkF_C,Glycine betaine,25194142,TN397
220602_Smp_CXSPE_Blk1_A,Gonyol,371532,TN397
220602_Smp_CXSPE_Blk1_B,Gonyol,298078,TN397
220602_Smp_CXSPE_Blk1_C,Gonyol,193859,TN397
220602_Smp_CXSPE_Blk2_A,Gonyol,269757,TN397
220602_Smp_CXSPE_Blk2_B,Gonyol,35266,TN397
220602_Smp_CXSPE_Blk2_C,Gonyol,76042,TN397
220602_Smp_CXSPE_Blk3_A,Gonyol,507435,TN397
220602_Smp_CXSPE_Blk3_B,Gonyol,194640,TN397
220602_Smp_CXSPE_Blk3_C,Gonyol,203581,TN397
220602_Smp_CXSPE_Blk4_A,Gonyol,1071344,TN397
220602_Smp_CXSPE_Blk4_B,Gonyol,1187602,TN397
220602_Smp_CXSPE_Blk4_C,Gonyol,1167282,TN397
220602_Smp_CXSPE_Blk5_A,Gonyol,3027120,TN397
220602_Smp_CXSPE_Blk5_B,Gonyol,1326985,TN397
220602_Smp_CXSPE_Blk5_C,Gonyol,2125779,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Gonyol,2612464,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Gonyol,1422197,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Gonyol,1529641,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Gonyol,2066856,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Gonyol,1935331,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Gonyol,2772793,TN397
220602_Smp_TN397_CXC_Blk_A,Gonyol,166920,TN397
220602_Smp_TN397_CXC_Blk_B,Gonyol,1674518,TN397
220602_Smp_TN397_CXC_Blk_C,Gonyol,5245630,TN397
220602_Smp_TN397_MQBlk1_A,Gonyol,182189,TN397
220602_Smp_TN397_MQBlk1_B,Gonyol,3541685,TN397
220602_Smp_TN397_MQBlk1_C,Gonyol,96900,TN397
220602_Smp_TN397_MQBlkF_A,Gonyol,31563,TN397
220602_Smp_TN397_MQBlkF_B,Gonyol,181940,TN397
220602_Smp_TN397_MQBlkF_C,Gonyol,0,TN397
220602_Smp_CXSPE_Blk1_A,Homarine,56766,TN397
220602_Smp_CXSPE_Blk1_B,Homarine,1874895,TN397
220602_Smp_CXSPE_Blk1_C,Homarine,411926,TN397
220602_Smp_CXSPE_Blk2_A,Homarine,97629,TN397
220602_Smp_CXSPE_Blk2_B,Homarine,55056,TN397
220602_Smp_CXSPE_Blk2_C,Homarine,132368,TN397
220602_Smp_CXSPE_Blk3_A,Homarine,162036,TN397
220602_Smp_CXSPE_Blk3_B,Homarine,780266,TN397
220602_Smp_CXSPE_Blk3_C,Homarine,0,TN397
220602_Smp_CXSPE_Blk4_A,Homarine,71355,TN397
220602_Smp_CXSPE_Blk4_B,Homarine,34151,TN397
220602_Smp_CXSPE_Blk4_C,Homarine,66211,TN397
220602_Smp_CXSPE_Blk5_A,Homarine,367195,TN397
220602_Smp_CXSPE_Blk5_B,Homarine,363379,TN397
220602_Smp_CXSPE_Blk5_C,Homarine,584455,TN397
220602_Smp_KM1906_GBT_F2_T0_A,Homarine,239207200,TN397
220602_Smp_KM1906_GBT_F2_T0_B,Homarine,114266744,TN397
220602_Smp_KM1906_GBT_F2_T0_C,Homarine,100024104,TN397
220602_Smp_KM1906_GBTK1_0nM_A,Homarine,75130224,TN397
220602_Smp_KM1906_GBTK1_0nM_B,Homarine,66195616,TN397
220602_Smp_KM1906_GBTK1_0nM_C,Homarine,61170060,TN397
220602_Smp_TN397_CXC_Blk_A,Homarine,2088833,TN397
220602_Smp_TN397_CXC_Blk_B,Homarine,74113,TN397
220602_Smp_TN397_CXC_Blk_C,Homarine,NA,TN397
220602_Smp_TN397_MQBlk1_A,Homarine,1111942,TN397
220602_Smp_TN397_MQBlk1_B,Homarine,NA,TN397
220602_Smp_TN397_MQBlk1_C,Homarine,33711,TN397
220602_Smp_TN397_MQBlkF_A,Homarine,129978,TN397
